data_num,Embedding,Model,Metric,Cluster Number,Value
0,SpaceFlow_emb_seed2,SpaceFlow,Homogeneity,10,0.5711168368926953
0,SpaceFlow_emb_seed2,SpaceFlow,NMI,5,0.4833445371440373
0,SpaceFlow_emb_seed2,SpaceFlow,NMI,6,0.4988761721260232
0,SpaceFlow_emb_seed2,SpaceFlow,NMI,7,0.535384272608756
0,SpaceFlow_emb_seed2,SpaceFlow,NMI,8,0.5110088444453466
0,SpaceFlow_emb_seed2,SpaceFlow,NMI,9,0.5239630869884275
0,SpaceFlow_emb_seed2,SpaceFlow,NMI,10,0.526215326474423
0,SpaceFlow_emb_seed3,SpaceFlow,ARI,5,0.4324320777721573
0,SpaceFlow_emb_seed3,SpaceFlow,ARI,7,0.4234069372748894
0,SpaceFlow_emb_seed3,SpaceFlow,ARI,8,0.4317312289725074
0,SpaceFlow_emb_seed3,SpaceFlow,ARI,9,0.3991900520250764
0,SpaceFlow_emb_seed3,SpaceFlow,Completeness,5,0.574128563968416
0,SpaceFlow_emb_seed3,SpaceFlow,Completeness,7,0.5365839679615672
0,SpaceFlow_emb_seed3,SpaceFlow,Completeness,8,0.5373356139241104
0,SpaceFlow_emb_seed3,SpaceFlow,Completeness,9,0.5148576693220845
0,SpaceFlow_emb_seed3,SpaceFlow,Homogeneity,5,0.4826990821025318
0,SpaceFlow_emb_seed3,SpaceFlow,Homogeneity,7,0.5235099010205778
0,SpaceFlow_emb_seed3,SpaceFlow,Homogeneity,8,0.578458159354536
0,SpaceFlow_emb_seed3,SpaceFlow,Homogeneity,9,0.591013977429873
0,SpaceFlow_emb_seed3,SpaceFlow,NMI,5,0.5244588970901969
0,SpaceFlow_emb_seed3,SpaceFlow,NMI,7,0.5299663136935285
0,SpaceFlow_emb_seed3,SpaceFlow,NMI,8,0.5571316524989739
0,SpaceFlow_emb_seed3,SpaceFlow,NMI,9,0.5503135555560004
0,SpaceFlow_emb_seed4,SpaceFlow,ARI,5,0.3147166987272483
0,SpaceFlow_emb_seed4,SpaceFlow,ARI,7,0.4025218258050225
0,SpaceFlow_emb_seed4,SpaceFlow,ARI,9,0.4108351748498277
0,SpaceFlow_emb_seed4,SpaceFlow,ARI,10,0.3535351963264172
0,SpaceFlow_emb_seed4,SpaceFlow,Completeness,5,0.5022142138062253
0,SpaceFlow_emb_seed4,SpaceFlow,Completeness,7,0.5256023350427682
0,SpaceFlow_emb_seed4,SpaceFlow,Completeness,9,0.5198539526665866
0,SpaceFlow_emb_seed4,SpaceFlow,Completeness,10,0.4866803751637241
0,SpaceFlow_emb_seed4,SpaceFlow,Homogeneity,5,0.3982659867053542
0,SpaceFlow_emb_seed4,SpaceFlow,Homogeneity,7,0.5308995991269709
0,SpaceFlow_emb_seed4,SpaceFlow,Homogeneity,9,0.5687429262971934
0,SpaceFlow_emb_seed4,SpaceFlow,Homogeneity,10,0.5614440695871579
0,SpaceFlow_emb_seed4,SpaceFlow,NMI,5,0.4442095803097443
0,SpaceFlow_emb_seed4,SpaceFlow,NMI,7,0.5282336594307416
0,SpaceFlow_emb_seed4,SpaceFlow,NMI,9,0.543200630983003
0,SpaceFlow_emb_seed4,SpaceFlow,NMI,10,0.5213957403408725
0,SpaceFlow_emb_seed5,SpaceFlow,ARI,5,0.331651654457533
0,SpaceFlow_emb_seed5,SpaceFlow,ARI,6,0.397348908564568
0,SpaceFlow_emb_seed5,SpaceFlow,ARI,7,0.4398992615228707
0,SpaceFlow_emb_seed5,SpaceFlow,ARI,9,0.4417624955022512
0,SpaceFlow_emb_seed5,SpaceFlow,ARI,10,0.4310827078926016
0,SpaceFlow_emb_seed5,SpaceFlow,Completeness,5,0.5496005945444163
0,SpaceFlow_emb_seed5,SpaceFlow,Completeness,6,0.5755934386104626
0,SpaceFlow_emb_seed5,SpaceFlow,Completeness,7,0.556601123986973
0,SpaceFlow_emb_seed5,SpaceFlow,Completeness,9,0.5504832993839901
0,SpaceFlow_emb_seed5,SpaceFlow,Completeness,10,0.5321677117403026
0,SpaceFlow_emb_seed5,SpaceFlow,Homogeneity,5,0.4419055849749218
0,SpaceFlow_emb_seed5,SpaceFlow,Homogeneity,6,0.5151000685177627
0,SpaceFlow_emb_seed5,SpaceFlow,Homogeneity,7,0.5599609108539922
0,SpaceFlow_emb_seed5,SpaceFlow,Homogeneity,9,0.5997217564944259
0,SpaceFlow_emb_seed5,SpaceFlow,Homogeneity,10,0.6187886321522966
0,SpaceFlow_emb_seed5,SpaceFlow,NMI,5,0.4899043036775711
0,SpaceFlow_emb_seed5,SpaceFlow,NMI,6,0.5436691751237643
0,SpaceFlow_emb_seed5,SpaceFlow,NMI,7,0.5582759625433511
0,SpaceFlow_emb_seed5,SpaceFlow,NMI,9,0.5739236527511775
0,SpaceFlow_emb_seed5,SpaceFlow,NMI,10,0.5722178225042807
1,Banksy_emb_seed1,Banksy,ARI,5,0.2922130003623754
1,Banksy_emb_seed1,Banksy,ARI,8,0.4761125547724202
1,Banksy_emb_seed1,Banksy,ARI,9,0.4765520310531391
1,Banksy_emb_seed1,Banksy,Completeness,5,0.6028810018759522
1,Banksy_emb_seed1,Banksy,Completeness,8,0.5412534521929305
1,Banksy_emb_seed1,Banksy,Completeness,9,0.5547485933994081
1,Banksy_emb_seed1,Banksy,Homogeneity,5,0.3340874513033121
1,Banksy_emb_seed1,Banksy,Homogeneity,8,0.5095540199872802
1,Banksy_emb_seed1,Banksy,Homogeneity,9,0.5564474475088699
1,Banksy_emb_seed1,Banksy,NMI,5,0.4299290476055947
1,Banksy_emb_seed1,Banksy,NMI,8,0.5249256018796226
1,Banksy_emb_seed1,Banksy,NMI,9,0.5555612746781468
1,Banksy_emb_seed2,Banksy,ARI,5,0.2901087443101809
1,Banksy_emb_seed2,Banksy,ARI,8,0.4653994451610283
1,Banksy_emb_seed2,Banksy,ARI,9,0.4743423008257335
1,Banksy_emb_seed2,Banksy,Completeness,5,0.6290609758873523
1,Banksy_emb_seed2,Banksy,Completeness,8,0.5424456629602191
1,Banksy_emb_seed2,Banksy,Completeness,9,0.5454962775187021
1,Banksy_emb_seed2,Banksy,Homogeneity,5,0.339129004206608
1,Banksy_emb_seed2,Banksy,Homogeneity,8,0.5193908628807632
1,Banksy_emb_seed2,Banksy,Homogeneity,9,0.5500865680511412
1,Banksy_emb_seed2,Banksy,NMI,5,0.4406838052945176
1,Banksy_emb_seed2,Banksy,NMI,8,0.5306679777806563
1,Banksy_emb_seed2,Banksy,NMI,9,0.5477656482623382
1,Banksy_emb_seed3,Banksy,ARI,8,0.4761125547724202
1,Banksy_emb_seed3,Banksy,ARI,9,0.4789119854539909
1,Banksy_emb_seed3,Banksy,ARI,10,0.4785783418924217
1,Banksy_emb_seed3,Banksy,Completeness,8,0.5412534521929305
1,Banksy_emb_seed3,Banksy,Completeness,9,0.5466709595265076
1,Banksy_emb_seed3,Banksy,Completeness,10,0.5495073877170256
1,Banksy_emb_seed3,Banksy,Homogeneity,8,0.5095540199872802
1,Banksy_emb_seed3,Banksy,Homogeneity,9,0.5452958814565984
1,Banksy_emb_seed3,Banksy,Homogeneity,10,0.5813372542593515
1,Banksy_emb_seed3,Banksy,NMI,8,0.5249256018796226
1,Banksy_emb_seed3,Banksy,NMI,9,0.5459825546961701
1,Banksy_emb_seed3,Banksy,NMI,10,0.5649743636090336
1,Banksy_emb_seed4,Banksy,ARI,5,0.2922130003623754
1,Banksy_emb_seed4,Banksy,ARI,8,0.4845863013320544
1,Banksy_emb_seed4,Banksy,ARI,9,0.4765520310531391
1,Banksy_emb_seed4,Banksy,Completeness,5,0.6028810018759522
1,Banksy_emb_seed4,Banksy,Completeness,8,0.5632820483395071
1,Banksy_emb_seed4,Banksy,Completeness,9,0.5547485933994081
1,Banksy_emb_seed4,Banksy,Homogeneity,5,0.3340874513033121
1,Banksy_emb_seed4,Banksy,Homogeneity,8,0.5283263148912101
1,Banksy_emb_seed4,Banksy,Homogeneity,9,0.5564474475088699
1,Banksy_emb_seed4,Banksy,NMI,5,0.4299290476055947
1,Banksy_emb_seed4,Banksy,NMI,8,0.5452445013572795
1,Banksy_emb_seed4,Banksy,NMI,9,0.5555612746781468
1,Banksy_emb_seed5,Banksy,ARI,5,0.3660149230187364
1,Banksy_emb_seed5,Banksy,ARI,8,0.4861082735580893
1,Banksy_emb_seed5,Banksy,ARI,9,0.464125865601108
1,Banksy_emb_seed5,Banksy,Completeness,5,0.6628595224918754
1,Banksy_emb_seed5,Banksy,Completeness,8,0.5677612356602383
1,Banksy_emb_seed5,Banksy,Completeness,9,0.5362498901368683
1,Banksy_emb_seed5,Banksy,Homogeneity,5,0.4133936805568681
1,Banksy_emb_seed5,Banksy,Homogeneity,8,0.5419941680629438
1,Banksy_emb_seed5,Banksy,Homogeneity,9,0.5454889820538777
1,Banksy_emb_seed5,Banksy,NMI,5,0.5092146288974604
1,Banksy_emb_seed5,Banksy,NMI,8,0.5545782823646962
1,Banksy_emb_seed5,Banksy,NMI,9,0.5408299807232655
1,GraphST_emb_seed1,GraphST,ARI,6,0.3966000260106075
1,GraphST_emb_seed1,GraphST,ARI,8,0.4443911506062581
1,GraphST_emb_seed1,GraphST,ARI,9,0.41964276915381
1,GraphST_emb_seed1,GraphST,Completeness,6,0.5603615346196277
1,GraphST_emb_seed1,GraphST,Completeness,8,0.529782377446731
1,GraphST_emb_seed1,GraphST,Completeness,9,0.5154222832089107
1,GraphST_emb_seed1,GraphST,Homogeneity,6,0.4596381782502529
1,GraphST_emb_seed1,GraphST,Homogeneity,8,0.5376445175370088
1,GraphST_emb_seed1,GraphST,Homogeneity,9,0.5386790193555462
1,GraphST_emb_seed1,GraphST,NMI,6,0.5049840224185321
1,GraphST_emb_seed1,GraphST,NMI,8,0.5336766405345744
1,GraphST_emb_seed1,GraphST,NMI,9,0.5267940935041105
1,GraphST_emb_seed2,GraphST,ARI,5,0.3499596587804597
1,GraphST_emb_seed2,GraphST,ARI,6,0.4182430363149014
1,GraphST_emb_seed2,GraphST,ARI,8,0.4368342684145545
1,GraphST_emb_seed2,GraphST,ARI,9,0.4571532192328034
1,GraphST_emb_seed2,GraphST,ARI,10,0.4827504869411427
1,GraphST_emb_seed2,GraphST,Completeness,5,0.6832732010613295
1,GraphST_emb_seed2,GraphST,Completeness,6,0.5867263358398264
1,GraphST_emb_seed2,GraphST,Completeness,8,0.5414870216125349
1,GraphST_emb_seed2,GraphST,Completeness,9,0.5402007111482208
1,GraphST_emb_seed2,GraphST,Completeness,10,0.5510544467928884
1,GraphST_emb_seed2,GraphST,Homogeneity,5,0.4234866193772023
1,GraphST_emb_seed2,GraphST,Homogeneity,6,0.4829308192393369
1,GraphST_emb_seed2,GraphST,Homogeneity,8,0.5624282085649833
1,GraphST_emb_seed2,GraphST,Homogeneity,9,0.599387018748416
1,GraphST_emb_seed2,GraphST,Homogeneity,10,0.6243125488105729
1,GraphST_emb_seed2,GraphST,NMI,5,0.5228904278687129
1,GraphST_emb_seed2,GraphST,NMI,6,0.5297271939794109
1,GraphST_emb_seed2,GraphST,NMI,8,0.5517554896579943
1,GraphST_emb_seed2,GraphST,NMI,9,0.5682568972733231
1,GraphST_emb_seed2,GraphST,NMI,10,0.5854004876732737
1,GraphST_emb_seed3,GraphST,ARI,5,0.297356526254556
1,GraphST_emb_seed3,GraphST,ARI,7,0.460483854586156
1,GraphST_emb_seed3,GraphST,ARI,8,0.5495064746785295
1,GraphST_emb_seed3,GraphST,ARI,9,0.4975547486099267
1,GraphST_emb_seed3,GraphST,ARI,10,0.3620573762068937
1,GraphST_emb_seed3,GraphST,Completeness,5,0.6637488865550378
1,GraphST_emb_seed3,GraphST,Completeness,7,0.5993492946788034
1,GraphST_emb_seed3,GraphST,Completeness,8,0.595347144470811
1,GraphST_emb_seed3,GraphST,Completeness,9,0.5499744754459953
1,GraphST_emb_seed3,GraphST,Completeness,10,0.5065927098015223
1,GraphST_emb_seed3,GraphST,Homogeneity,5,0.3891738700955827
1,GraphST_emb_seed3,GraphST,Homogeneity,7,0.5126164985769907
1,GraphST_emb_seed3,GraphST,Homogeneity,8,0.6125361823326368
1,GraphST_emb_seed3,GraphST,Homogeneity,9,0.6115413970626579
1,GraphST_emb_seed3,GraphST,Homogeneity,10,0.6049048161481629
1,GraphST_emb_seed3,GraphST,NMI,5,0.4906603477238194
1,GraphST_emb_seed3,GraphST,NMI,7,0.5525565607390307
1,GraphST_emb_seed3,GraphST,NMI,8,0.6038193572914984
1,GraphST_emb_seed3,GraphST,NMI,9,0.5791260538778574
1,GraphST_emb_seed3,GraphST,NMI,10,0.5514009034301013
1,GraphST_emb_seed4,GraphST,ARI,6,0.4378036284237889
1,GraphST_emb_seed4,GraphST,ARI,8,0.4610629571846349
1,GraphST_emb_seed4,GraphST,ARI,9,0.4852284723810418
1,GraphST_emb_seed4,GraphST,Completeness,6,0.6075152858226069
1,GraphST_emb_seed4,GraphST,Completeness,8,0.5446367540652329
1,GraphST_emb_seed4,GraphST,Completeness,9,0.5500591504000306
1,GraphST_emb_seed4,GraphST,Homogeneity,6,0.5115175888757748
1,GraphST_emb_seed4,GraphST,Homogeneity,8,0.5816071127234201
1,GraphST_emb_seed4,GraphST,Homogeneity,9,0.6170852222090518
1,GraphST_emb_seed4,GraphST,NMI,6,0.5552490158065158
1,GraphST_emb_seed4,GraphST,NMI,8,0.5625151343432416
1,GraphST_emb_seed4,GraphST,NMI,9,0.5816470710892637
1,GraphST_emb_seed5,GraphST,ARI,6,0.3997713844537753
1,GraphST_emb_seed5,GraphST,ARI,9,0.4773368834487486
1,GraphST_emb_seed5,GraphST,ARI,10,0.4837533307671056
1,GraphST_emb_seed5,GraphST,Completeness,6,0.5932658852944362
1,GraphST_emb_seed5,GraphST,Completeness,9,0.557150392216548
1,GraphST_emb_seed5,GraphST,Completeness,10,0.5564692883840753
1,GraphST_emb_seed5,GraphST,Homogeneity,6,0.4879404466217865
1,GraphST_emb_seed5,GraphST,Homogeneity,9,0.5973285641198668
1,GraphST_emb_seed5,GraphST,Homogeneity,10,0.6280504322978372
1,GraphST_emb_seed5,GraphST,NMI,6,0.5353464447057609
1,GraphST_emb_seed5,GraphST,NMI,9,0.5763184855767941
1,GraphST_emb_seed5,GraphST,NMI,10,0.5900959637567275
1,Our_emb_seed1,Glimmer,ARI,5,0.5012461437876863
1,Our_emb_seed1,Glimmer,ARI,6,0.535061276844472
1,Our_emb_seed1,Glimmer,ARI,7,0.5620597021397857
1,Our_emb_seed1,Glimmer,ARI,8,0.5194334325960083
1,Our_emb_seed1,Glimmer,ARI,10,0.4147228285801339
1,Our_emb_seed1,Glimmer,Completeness,5,0.7059594229057761
1,Our_emb_seed1,Glimmer,Completeness,6,0.6127900375166107
1,Our_emb_seed1,Glimmer,Completeness,7,0.6198342441059073
1,Our_emb_seed1,Glimmer,Completeness,8,0.5935031353314559
1,Our_emb_seed1,Glimmer,Completeness,10,0.5277123405836294
1,Our_emb_seed1,Glimmer,Homogeneity,5,0.4995942172388462
1,Our_emb_seed1,Glimmer,Homogeneity,6,0.5369353973094553
1,Our_emb_seed1,Glimmer,Homogeneity,7,0.6066266300985133
1,Our_emb_seed1,Glimmer,Homogeneity,8,0.6207303870396226
1,Our_emb_seed1,Glimmer,Homogeneity,10,0.6255179609085899
1,Our_emb_seed1,Glimmer,NMI,5,0.5851141476321012
1,Our_emb_seed1,Glimmer,NMI,6,0.5723604128337543
1,Our_emb_seed1,Glimmer,NMI,7,0.613159321340557
1,Our_emb_seed1,Glimmer,NMI,8,0.6068114973207547
1,Our_emb_seed1,Glimmer,NMI,10,0.5724676966969173
1,Our_emb_seed2,Glimmer,ARI,5,0.5123384424192499
1,Our_emb_seed2,Glimmer,ARI,6,0.5899125768593623
1,Our_emb_seed2,Glimmer,ARI,7,0.5960545012007024
1,Our_emb_seed2,Glimmer,ARI,9,0.4940870865858815
1,Our_emb_seed2,Glimmer,ARI,10,0.5475920340254179
1,Our_emb_seed2,Glimmer,Completeness,5,0.668254295290225
1,Our_emb_seed2,Glimmer,Completeness,6,0.6481235492216959
1,Our_emb_seed2,Glimmer,Completeness,7,0.6348589046494754
1,Our_emb_seed2,Glimmer,Completeness,9,0.5738374195026497
1,Our_emb_seed2,Glimmer,Completeness,10,0.5938138931284294
1,Our_emb_seed2,Glimmer,Homogeneity,5,0.5086860065481734
1,Our_emb_seed2,Glimmer,Homogeneity,6,0.5876778590946413
1,Our_emb_seed2,Glimmer,Homogeneity,7,0.6146093540757607
1,Our_emb_seed2,Glimmer,Homogeneity,9,0.6422915650014219
1,Our_emb_seed2,Glimmer,Homogeneity,10,0.698244543791481
1,Our_emb_seed2,Glimmer,NMI,5,0.5776531032183537
1,Our_emb_seed2,Glimmer,NMI,6,0.6164224401626963
1,Our_emb_seed2,Glimmer,NMI,7,0.6245700331072853
1,Our_emb_seed2,Glimmer,NMI,9,0.6061378997212781
1,Our_emb_seed2,Glimmer,NMI,10,0.641808913678731
1,Our_emb_seed3,Glimmer,ARI,5,0.4904623027061913
1,Our_emb_seed3,Glimmer,ARI,6,0.5585802511582839
1,Our_emb_seed3,Glimmer,ARI,7,0.5504523154406806
1,Our_emb_seed3,Glimmer,ARI,8,0.5958524947161913
1,Our_emb_seed3,Glimmer,ARI,9,0.5159553297981468
1,Our_emb_seed3,Glimmer,Completeness,5,0.6916441825180896
1,Our_emb_seed3,Glimmer,Completeness,6,0.6640947698145373
1,Our_emb_seed3,Glimmer,Completeness,7,0.6214935805456251
1,Our_emb_seed3,Glimmer,Completeness,8,0.6382929011502947
1,Our_emb_seed3,Glimmer,Completeness,9,0.5735330152151182
1,Our_emb_seed3,Glimmer,Homogeneity,5,0.4948559186394019
1,Our_emb_seed3,Glimmer,Homogeneity,6,0.5789647130101259
1,Our_emb_seed3,Glimmer,Homogeneity,7,0.5956953366175356
1,Our_emb_seed3,Glimmer,Homogeneity,8,0.6417318717441851
1,Our_emb_seed3,Glimmer,Homogeneity,9,0.643550785805026
1,Our_emb_seed3,Glimmer,NMI,5,0.5769307848818406
1,Our_emb_seed3,Glimmer,NMI,6,0.6186147052971434
1,Our_emb_seed3,Glimmer,NMI,7,0.6083210624881767
1,Our_emb_seed3,Glimmer,NMI,8,0.6400077668027627
1,Our_emb_seed3,Glimmer,NMI,9,0.6065278698433787
1,Our_emb_seed4,Glimmer,ARI,5,0.4888968361543905
1,Our_emb_seed4,Glimmer,ARI,7,0.5642733600841843
1,Our_emb_seed4,Glimmer,ARI,8,0.4802534970268254
1,Our_emb_seed4,Glimmer,ARI,9,0.5243238170880156
1,Our_emb_seed4,Glimmer,Completeness,5,0.6494257929164599
1,Our_emb_seed4,Glimmer,Completeness,7,0.6400762998022986
1,Our_emb_seed4,Glimmer,Completeness,8,0.5745138789315297
1,Our_emb_seed4,Glimmer,Completeness,9,0.5780084547859561
1,Our_emb_seed4,Glimmer,Homogeneity,5,0.4925961554146214
1,Our_emb_seed4,Glimmer,Homogeneity,7,0.6174305176713326
1,Our_emb_seed4,Glimmer,Homogeneity,8,0.6108501372524329
1,Our_emb_seed4,Glimmer,Homogeneity,9,0.6328991244667374
1,Our_emb_seed4,Glimmer,NMI,5,0.5602425580090467
1,Our_emb_seed4,Glimmer,NMI,7,0.6284723117405128
1,Our_emb_seed4,Glimmer,NMI,8,0.5921250667085021
1,Our_emb_seed4,Glimmer,NMI,9,0.6042096874051581
1,Our_emb_seed5,Glimmer,ARI,5,0.47781256582102
1,Our_emb_seed5,Glimmer,ARI,6,0.5222679573786603
1,Our_emb_seed5,Glimmer,ARI,7,0.5679146059243056
1,Our_emb_seed5,Glimmer,ARI,8,0.4948932444300861
1,Our_emb_seed5,Glimmer,ARI,10,0.4973411406392241
1,Our_emb_seed5,Glimmer,Completeness,5,0.6374227459265248
1,Our_emb_seed5,Glimmer,Completeness,6,0.6202978134243894
1,Our_emb_seed5,Glimmer,Completeness,7,0.6213854654618169
1,Our_emb_seed5,Glimmer,Completeness,8,0.5739548518958071
1,Our_emb_seed5,Glimmer,Completeness,10,0.5676003940457018
1,Our_emb_seed5,Glimmer,Homogeneity,5,0.4846556319317945
1,Our_emb_seed5,Glimmer,Homogeneity,6,0.5316807971852114
1,Our_emb_seed5,Glimmer,Homogeneity,7,0.6157981572514231
1,Our_emb_seed5,Glimmer,Homogeneity,8,0.6110912791777207
1,Our_emb_seed5,Glimmer,Homogeneity,10,0.643957381204103
1,Our_emb_seed5,Glimmer,NMI,5,0.5506398302128714
1,Our_emb_seed5,Glimmer,NMI,6,0.5725808324847281
1,Our_emb_seed5,Glimmer,NMI,7,0.6185601165843211
1,Our_emb_seed5,Glimmer,NMI,8,0.5919411834500237
1,Our_emb_seed5,Glimmer,NMI,10,0.6033727334954776
1,SCANIT_emb_seed1,SCANIT,ARI,6,0.4698399700108873
1,SCANIT_emb_seed1,SCANIT,ARI,7,0.4905718125124177
1,SCANIT_emb_seed1,SCANIT,ARI,10,0.4309075641211997
1,SCANIT_emb_seed1,SCANIT,Completeness,6,0.5849780928630514
1,SCANIT_emb_seed1,SCANIT,Completeness,7,0.5789919639909248
1,SCANIT_emb_seed1,SCANIT,Completeness,10,0.5284392483564543
1,SCANIT_emb_seed1,SCANIT,Homogeneity,6,0.5542930081718863
1,SCANIT_emb_seed1,SCANIT,Homogeneity,7,0.6009753076368699
1,SCANIT_emb_seed1,SCANIT,Homogeneity,10,0.6423827725448263
1,SCANIT_emb_seed1,SCANIT,NMI,6,0.5692223021779864
1,SCANIT_emb_seed1,SCANIT,NMI,7,0.5897788558130127
1,SCANIT_emb_seed1,SCANIT,NMI,10,0.5798665611352475
1,SCANIT_emb_seed2,SCANIT,ARI,5,0.4615237352256797
1,SCANIT_emb_seed2,SCANIT,ARI,6,0.3945521372408158
1,SCANIT_emb_seed2,SCANIT,ARI,10,0.4219242889136045
1,SCANIT_emb_seed2,SCANIT,Completeness,5,0.6139118310933434
1,SCANIT_emb_seed2,SCANIT,Completeness,6,0.5510003209578108
1,SCANIT_emb_seed2,SCANIT,Completeness,10,0.5379024232781834
1,SCANIT_emb_seed2,SCANIT,Homogeneity,5,0.4992252382955781
1,SCANIT_emb_seed2,SCANIT,Homogeneity,6,0.4884674132293619
1,SCANIT_emb_seed2,SCANIT,Homogeneity,10,0.6380671995594075
1,SCANIT_emb_seed2,SCANIT,NMI,5,0.5506604507175337
1,SCANIT_emb_seed2,SCANIT,NMI,6,0.5178529214805739
1,SCANIT_emb_seed2,SCANIT,NMI,10,0.5835350362489352
1,SCANIT_emb_seed3,SCANIT,ARI,5,0.4788834283300792
1,SCANIT_emb_seed3,SCANIT,ARI,7,0.4364603896066367
1,SCANIT_emb_seed3,SCANIT,ARI,8,0.4395503526436774
1,SCANIT_emb_seed3,SCANIT,ARI,9,0.4468022445082022
1,SCANIT_emb_seed3,SCANIT,Completeness,5,0.6464888767244203
1,SCANIT_emb_seed3,SCANIT,Completeness,7,0.574900077444912
1,SCANIT_emb_seed3,SCANIT,Completeness,8,0.5502991817127143
1,SCANIT_emb_seed3,SCANIT,Completeness,9,0.5492624831764499
1,SCANIT_emb_seed3,SCANIT,Homogeneity,5,0.5481375547129617
1,SCANIT_emb_seed3,SCANIT,Homogeneity,7,0.5840011391364303
1,SCANIT_emb_seed3,SCANIT,Homogeneity,8,0.6083326159880059
1,SCANIT_emb_seed3,SCANIT,Homogeneity,9,0.6359920940300642
1,SCANIT_emb_seed3,SCANIT,NMI,5,0.5932646770764632
1,SCANIT_emb_seed3,SCANIT,NMI,7,0.5794148721456366
1,SCANIT_emb_seed3,SCANIT,NMI,8,0.5778625124076316
1,SCANIT_emb_seed3,SCANIT,NMI,9,0.589452775750858
1,SCANIT_emb_seed4,SCANIT,ARI,5,0.5437436054648408
1,SCANIT_emb_seed4,SCANIT,ARI,7,0.459455451994575
1,SCANIT_emb_seed4,SCANIT,ARI,8,0.3222299972597997
1,SCANIT_emb_seed4,SCANIT,ARI,9,0.3586578281200656
1,SCANIT_emb_seed4,SCANIT,ARI,10,0.3778309614401441
1,SCANIT_emb_seed4,SCANIT,Completeness,5,0.6439602428102874
1,SCANIT_emb_seed4,SCANIT,Completeness,7,0.562443033859913
1,SCANIT_emb_seed4,SCANIT,Completeness,8,0.482926511493069
1,SCANIT_emb_seed4,SCANIT,Completeness,9,0.4949077077586651
1,SCANIT_emb_seed4,SCANIT,Completeness,10,0.5043850517171676
1,SCANIT_emb_seed4,SCANIT,Homogeneity,5,0.5573345516308831
1,SCANIT_emb_seed4,SCANIT,Homogeneity,7,0.5748800393707604
1,SCANIT_emb_seed4,SCANIT,Homogeneity,8,0.5390507424588348
1,SCANIT_emb_seed4,SCANIT,Homogeneity,9,0.582070267992297
1,SCANIT_emb_seed4,SCANIT,Homogeneity,10,0.6215189886551478
1,SCANIT_emb_seed4,SCANIT,NMI,5,0.5975240962593918
1,SCANIT_emb_seed4,SCANIT,NMI,7,0.5685722778746832
1,SCANIT_emb_seed4,SCANIT,NMI,8,0.5094475313745976
1,SCANIT_emb_seed4,SCANIT,NMI,9,0.534961844295231
1,SCANIT_emb_seed4,SCANIT,NMI,10,0.556858979087356
1,SCANIT_emb_seed5,SCANIT,ARI,6,0.5218588826586259
1,SCANIT_emb_seed5,SCANIT,ARI,7,0.3520048163479456
1,SCANIT_emb_seed5,SCANIT,ARI,8,0.3750596381545172
1,SCANIT_emb_seed5,SCANIT,ARI,9,0.3872395643209649
1,SCANIT_emb_seed5,SCANIT,Completeness,6,0.5964269641781655
1,SCANIT_emb_seed5,SCANIT,Completeness,7,0.5011515204946033
1,SCANIT_emb_seed5,SCANIT,Completeness,8,0.5077138434629802
1,SCANIT_emb_seed5,SCANIT,Completeness,9,0.5096079601360155
1,SCANIT_emb_seed5,SCANIT,Homogeneity,6,0.5459025249161572
1,SCANIT_emb_seed5,SCANIT,Homogeneity,7,0.5119225428919177
1,SCANIT_emb_seed5,SCANIT,Homogeneity,8,0.5508343622904527
1,SCANIT_emb_seed5,SCANIT,Homogeneity,9,0.5895849649383057
1,SCANIT_emb_seed5,SCANIT,NMI,6,0.5700474141328148
1,SCANIT_emb_seed5,SCANIT,NMI,7,0.5064797728374294
1,SCANIT_emb_seed5,SCANIT,NMI,8,0.5283958343510865
1,SCANIT_emb_seed5,SCANIT,NMI,9,0.5466869090132817
1,SPIN_emb_seed1,SPIN,ARI,5,0.5164953309624155
1,SPIN_emb_seed1,SPIN,ARI,7,0.525347497462726
1,SPIN_emb_seed1,SPIN,ARI,9,0.4879027331702068
1,SPIN_emb_seed1,SPIN,ARI,10,0.5165752223248872
1,SPIN_emb_seed1,SPIN,Completeness,5,0.6275556251636494
1,SPIN_emb_seed1,SPIN,Completeness,7,0.6162094054196369
1,SPIN_emb_seed1,SPIN,Completeness,9,0.5626105755880045
1,SPIN_emb_seed1,SPIN,Completeness,10,0.571169857616071
1,SPIN_emb_seed1,SPIN,Homogeneity,5,0.5250646530225688
1,SPIN_emb_seed1,SPIN,Homogeneity,7,0.5902482628252198
1,SPIN_emb_seed1,SPIN,Homogeneity,9,0.6193580188877709
1,SPIN_emb_seed1,SPIN,Homogeneity,10,0.6662781503656767
1,SPIN_emb_seed1,SPIN,NMI,5,0.5717533914940847
1,SPIN_emb_seed1,SPIN,NMI,7,0.6028930553961204
1,SPIN_emb_seed1,SPIN,NMI,9,0.5896220477093845
1,SPIN_emb_seed1,SPIN,NMI,10,0.6150690676657115
1,SPIN_emb_seed2,SPIN,ARI,6,0.5251125024243677
1,SPIN_emb_seed2,SPIN,ARI,8,0.4278150280351946
1,SPIN_emb_seed2,SPIN,ARI,10,0.3977356902680262
1,SPIN_emb_seed2,SPIN,Completeness,6,0.6404638398362689
1,SPIN_emb_seed2,SPIN,Completeness,8,0.5499942199062271
