Model,FOV,Cluster_Key,Gene,Gene_Purity
Cellpose,17-18,cluster_0.60,CD19,0.8011185526847839
Cellpose,17-18,cluster_0.60,CD3E,0.6856906414031982
Cellpose,17-18,cluster_0.60,CD79A,0.6888477206230164
Cellpose,17-18,cluster_0.60,IL7R,0.6398965716362
Cellpose,17-18,cluster_0.60,MS4A1,0.6540166139602661
Cellpose,17-18,cluster_0.60,TRAC,0.4847783148288727
Cellpose,17-18,cluster_0.65,CD19,0.7941680550575256
Cellpose,17-18,cluster_0.65,CD3E,0.6993392705917358
Cellpose,17-18,cluster_0.65,CD79A,0.6831772327423096
Cellpose,17-18,cluster_0.65,IL7R,0.65565025806427
Cellpose,17-18,cluster_0.65,MS4A1,0.6483691930770874
Cellpose,17-18,cluster_0.65,TRAC,0.49573150277137756
Cellpose,17-18,cluster_0.70,CD19,0.79066002368927
Cellpose,17-18,cluster_0.70,CD3E,0.6864638328552246
Cellpose,17-18,cluster_0.70,CD79A,0.6795796751976013
Cellpose,17-18,cluster_0.70,IL7R,0.6408349871635437
Cellpose,17-18,cluster_0.70,MS4A1,0.6439277529716492
Cellpose,17-18,cluster_0.70,TRAC,0.48644012212753296
Cellpose,17-18,cluster_0.75,CD19,0.7850216031074524
Cellpose,17-18,cluster_0.75,CD3E,0.6928373575210571
Cellpose,17-18,cluster_0.75,CD79A,0.6738064289093018
Cellpose,17-18,cluster_0.75,IL7R,0.6495817303657532
Cellpose,17-18,cluster_0.75,MS4A1,0.6369025111198425
Cellpose,17-18,cluster_0.75,TRAC,0.49107542634010315
Cellpose,17-18,cluster_0.80,CD19,0.7778517603874207
Cellpose,17-18,cluster_0.80,CD3E,0.6840764880180359
Cellpose,17-18,cluster_0.80,CD79A,0.6661175489425659
Cellpose,17-18,cluster_0.80,IL7R,0.6407725811004639
Cellpose,17-18,cluster_0.80,MS4A1,0.628851592540741
Cellpose,17-18,cluster_0.80,TRAC,0.4851180613040924
Cellpose,21-22,cluster_0.30,CD19,0.6881980299949646
Cellpose,21-22,cluster_0.30,CD3E,0.8243976831436157
Cellpose,21-22,cluster_0.30,CD79A,0.49422121047973633
Cellpose,21-22,cluster_0.30,IL7R,0.7869769930839539
Cellpose,21-22,cluster_0.30,MS4A1,0.523980975151062
Cellpose,21-22,cluster_0.30,TRAC,0.7541041970252991
Cellpose,21-22,cluster_0.40,CD19,0.6883395314216614
Cellpose,21-22,cluster_0.40,CD3E,0.7815990447998047
Cellpose,21-22,cluster_0.40,CD79A,0.4964633882045746
Cellpose,21-22,cluster_0.40,IL7R,0.7443248629570007
Cellpose,21-22,cluster_0.40,MS4A1,0.5280209183692932
Cellpose,21-22,cluster_0.40,TRAC,0.7159457802772522
Cellpose,21-22,cluster_0.45,CD19,0.6898643374443054
Cellpose,21-22,cluster_0.45,CD3E,0.7545821666717529
Cellpose,21-22,cluster_0.45,CD79A,0.49783411622047424
Cellpose,21-22,cluster_0.45,IL7R,0.7158656120300293
Cellpose,21-22,cluster_0.45,MS4A1,0.5273304581642151
Cellpose,21-22,cluster_0.45,TRAC,0.6892326474189758
Cellpose,21-22,cluster_0.50,CD19,0.6904327869415283
Cellpose,21-22,cluster_0.50,CD3E,0.7422187328338623
Cellpose,21-22,cluster_0.50,CD79A,0.4996994435787201
Cellpose,21-22,cluster_0.50,IL7R,0.7072575092315674
Cellpose,21-22,cluster_0.50,MS4A1,0.5301752090454102
Cellpose,21-22,cluster_0.50,TRAC,0.6776505708694458
Cellpose,23-24,cluster_0.40,CD19,0.6594009399414062
Cellpose,23-24,cluster_0.40,CD3E,0.6692599654197693
Cellpose,23-24,cluster_0.40,CD79A,0.5506640076637268
Cellpose,23-24,cluster_0.40,IL7R,0.6282656192779541
Cellpose,23-24,cluster_0.40,MS4A1,0.5360276699066162
Cellpose,23-24,cluster_0.40,TRAC,0.5670546293258667
Cellpose,23-24,cluster_0.45,CD19,0.66791170835495
Cellpose,23-24,cluster_0.45,CD3E,0.619579017162323
Cellpose,23-24,cluster_0.45,CD79A,0.5550883412361145
Cellpose,23-24,cluster_0.45,IL7R,0.5863950252532959
Cellpose,23-24,cluster_0.45,MS4A1,0.5426573157310486
Cellpose,23-24,cluster_0.45,TRAC,0.5286192893981934
Cellpose,23-24,cluster_0.50,CD19,0.7030964493751526
Cellpose,23-24,cluster_0.50,CD3E,0.6631953120231628
Cellpose,23-24,cluster_0.50,CD79A,0.5804254412651062
Cellpose,23-24,cluster_0.50,IL7R,0.6250668168067932
Cellpose,23-24,cluster_0.50,MS4A1,0.5637856125831604
Cellpose,23-24,cluster_0.50,TRAC,0.5628064274787903
Cellpose,23-24,cluster_0.55,CD19,0.648228645324707
Cellpose,23-24,cluster_0.55,CD3E,0.6104655265808105
Cellpose,23-24,cluster_0.55,CD79A,0.5326346158981323
Cellpose,23-24,cluster_0.55,IL7R,0.5794552564620972
Cellpose,23-24,cluster_0.55,MS4A1,0.5058569312095642
Cellpose,23-24,cluster_0.55,TRAC,0.5212464332580566
Cellpose,23-24,cluster_0.60,CD19,0.6646800637245178
Cellpose,23-24,cluster_0.60,CD3E,0.6025535464286804
Cellpose,23-24,cluster_0.60,CD79A,0.5481013655662537
Cellpose,23-24,cluster_0.60,IL7R,0.5714174509048462
Cellpose,23-24,cluster_0.60,MS4A1,0.5230242013931274
Cellpose,23-24,cluster_0.60,TRAC,0.5139918923377991
Cellpose,23-24,cluster_0.65,CD19,0.6377562284469604
Cellpose,23-24,cluster_0.65,CD3E,0.6022990942001343
Cellpose,23-24,cluster_0.65,CD79A,0.5255789756774902
Cellpose,23-24,cluster_0.65,IL7R,0.5664551258087158
Cellpose,23-24,cluster_0.65,MS4A1,0.5028849840164185
Cellpose,23-24,cluster_0.65,TRAC,0.5084307789802551
Cellpose,23-24,cluster_0.70,CD19,0.609973669052124
Cellpose,23-24,cluster_0.70,CD3E,0.6004077196121216
Cellpose,23-24,cluster_0.70,CD79A,0.504891037940979
Cellpose,23-24,cluster_0.70,IL7R,0.5638713240623474
Cellpose,23-24,cluster_0.70,MS4A1,0.4836995601654053
Cellpose,23-24,cluster_0.70,TRAC,0.5080278515815735
Cellpose,23-24,cluster_0.75,CD19,0.6348873972892761
Cellpose,23-24,cluster_0.75,CD3E,0.5920757055282593
Cellpose,23-24,cluster_0.75,CD79A,0.5236181616783142
Cellpose,23-24,cluster_0.75,IL7R,0.5552447438240051
Cellpose,23-24,cluster_0.75,MS4A1,0.5014731287956238
Cellpose,23-24,cluster_0.75,TRAC,0.49846896529197693
Cellpose,23-24,cluster_0.80,CD19,0.6289966702461243
Cellpose,23-24,cluster_0.80,CD3E,0.5825828313827515
Cellpose,23-24,cluster_0.80,CD79A,0.519212543964386
Cellpose,23-24,cluster_0.80,IL7R,0.5476853847503662
Cellpose,23-24,cluster_0.80,MS4A1,0.49594852328300476
Cellpose,23-24,cluster_0.80,TRAC,0.48896878957748413
Cellpose,27-28,cluster_0.20,CD19,0.8836905360221863
Cellpose,27-28,cluster_0.20,CD3E,0.7727405428886414
Cellpose,27-28,cluster_0.20,CD79A,0.7624475359916687
Cellpose,27-28,cluster_0.20,IL7R,0.7460957169532776
Cellpose,27-28,cluster_0.20,MS4A1,0.7493396997451782
Cellpose,27-28,cluster_0.20,TRAC,0.6372338533401489
Cellpose,27-28,cluster_0.40,CD19,0.7791287899017334
Cellpose,27-28,cluster_0.40,CD3E,0.7279118895530701
Cellpose,27-28,cluster_0.40,CD79A,0.624622642993927
Cellpose,27-28,cluster_0.40,IL7R,0.6947542428970337
Cellpose,27-28,cluster_0.40,MS4A1,0.5900232195854187
Cellpose,27-28,cluster_0.40,TRAC,0.5982341170310974
Cellpose,27-28,cluster_0.45,CD19,0.7705466151237488
Cellpose,27-28,cluster_0.45,CD3E,0.7212387323379517
Cellpose,27-28,cluster_0.45,CD79A,0.6153663396835327
Cellpose,27-28,cluster_0.45,IL7R,0.6882464289665222
Cellpose,27-28,cluster_0.45,MS4A1,0.5809460282325745
Cellpose,27-28,cluster_0.45,TRAC,0.5929734110832214
Cellpose,27-28,cluster_0.50,CD19,0.767932653427124
Cellpose,27-28,cluster_0.50,CD3E,0.7187334895133972
Cellpose,27-28,cluster_0.50,CD79A,0.6133576035499573
Cellpose,27-28,cluster_0.50,IL7R,0.6855036020278931
Cellpose,27-28,cluster_0.50,MS4A1,0.5792070627212524
Cellpose,27-28,cluster_0.50,TRAC,0.5887719988822937
Cellpose,27-28,cluster_0.55,CD19,0.7706907987594604
Cellpose,27-28,cluster_0.55,CD3E,0.6967480182647705
Cellpose,27-28,cluster_0.55,CD79A,0.6170380711555481
Cellpose,27-28,cluster_0.55,IL7R,0.6569098234176636
Cellpose,27-28,cluster_0.55,MS4A1,0.5831900835037231
Cellpose,27-28,cluster_0.55,TRAC,0.5651976466178894
Cellpose,27-28,cluster_0.65,CD19,0.773158609867096
Cellpose,27-28,cluster_0.65,CD3E,0.6603858470916748
Cellpose,27-28,cluster_0.65,CD79A,0.6202355623245239
Cellpose,27-28,cluster_0.65,IL7R,0.6236843466758728
Cellpose,27-28,cluster_0.65,MS4A1,0.5859177112579346
Cellpose,27-28,cluster_0.65,TRAC,0.5351325869560242
Cellpose,27-28,cluster_0.80,CD19,0.7609429955482483
Cellpose,27-28,cluster_0.80,CD3E,0.6523991823196411
Cellpose,27-28,cluster_0.80,CD79A,0.6079065203666687
Cellpose,27-28,cluster_0.80,IL7R,0.6152439117431641
Cellpose,27-28,cluster_0.80,MS4A1,0.5736221671104431
Cellpose,27-28,cluster_0.80,TRAC,0.5271989107131958
Cellpose,29-30,cluster_0.45,CD19,0.8203414082527161
Cellpose,29-30,cluster_0.45,CD3E,0.7704758048057556
Cellpose,29-30,cluster_0.45,CD79A,0.7285506725311279
Cellpose,29-30,cluster_0.45,IL7R,0.7443681955337524
Cellpose,29-30,cluster_0.45,MS4A1,0.691673755645752
Cellpose,29-30,cluster_0.45,TRAC,0.629509687423706
Cellpose,29-30,cluster_0.50,CD19,0.8268563151359558
Cellpose,29-30,cluster_0.50,CD3E,0.7587305307388306
Cellpose,29-30,cluster_0.50,CD79A,0.7293685674667358
Cellpose,29-30,cluster_0.50,IL7R,0.7282655239105225
Cellpose,29-30,cluster_0.50,MS4A1,0.6945280432701111
Cellpose,29-30,cluster_0.50,TRAC,0.6087844371795654
Cellpose,29-30,cluster_0.55,CD19,0.8273797631263733
Cellpose,29-30,cluster_0.55,CD3E,0.7432956695556641
Cellpose,29-30,cluster_0.55,CD79A,0.735097348690033
Cellpose,29-30,cluster_0.55,IL7R,0.6871200799942017
Cellpose,29-30,cluster_0.55,MS4A1,0.6988028287887573
Cellpose,29-30,cluster_0.55,TRAC,0.5740622282028198
Cellpose,29-30,cluster_0.60,CD19,0.8253888487815857
Cellpose,29-30,cluster_0.60,CD3E,0.7431542277336121
Cellpose,29-30,cluster_0.60,CD79A,0.732376754283905
Cellpose,29-30,cluster_0.60,IL7R,0.6836535334587097
Cellpose,29-30,cluster_0.60,MS4A1,0.6933857202529907
Cellpose,29-30,cluster_0.60,TRAC,0.5714744329452515
Cellpose,29-30,cluster_0.65,CD19,0.8223801851272583
Cellpose,29-30,cluster_0.65,CD3E,0.7341945171356201
Cellpose,29-30,cluster_0.65,CD79A,0.7307004332542419
Cellpose,29-30,cluster_0.65,IL7R,0.6771125793457031
Cellpose,29-30,cluster_0.65,MS4A1,0.6917251348495483
Cellpose,29-30,cluster_0.65,TRAC,0.5612109899520874
Cellpose,29-30,cluster_0.80,CD19,0.7844122648239136
Cellpose,29-30,cluster_0.80,CD3E,0.6862741112709045
Cellpose,29-30,cluster_0.80,CD79A,0.6810170412063599
Cellpose,29-30,cluster_0.80,IL7R,0.6403849720954895
Cellpose,29-30,cluster_0.80,MS4A1,0.6326936483383179
Cellpose,29-30,cluster_0.80,TRAC,0.5256091356277466
Cellpose,31-32,cluster_0.45,CD19,0.8618301153182983
Cellpose,31-32,cluster_0.45,CD3E,0.6762319803237915
Cellpose,31-32,cluster_0.45,CD79A,0.7456504702568054
Cellpose,31-32,cluster_0.45,IL7R,0.6242190003395081
Cellpose,31-32,cluster_0.45,MS4A1,0.7266418933868408
Cellpose,31-32,cluster_0.45,TRAC,0.5709903836250305
Cellpose,31-32,cluster_0.55,CD19,0.8585319519042969
Cellpose,31-32,cluster_0.55,CD3E,0.6568921804428101
Cellpose,31-32,cluster_0.55,CD79A,0.7418594360351562
Cellpose,31-32,cluster_0.55,IL7R,0.6046594977378845
Cellpose,31-32,cluster_0.55,MS4A1,0.7213919758796692
Cellpose,31-32,cluster_0.55,TRAC,0.5526860952377319
Cellpose,31-32,cluster_0.60,CD19,0.8573879599571228
Cellpose,31-32,cluster_0.60,CD3E,0.6495571136474609
Cellpose,31-32,cluster_0.60,CD79A,0.7402740120887756
Cellpose,31-32,cluster_0.60,IL7R,0.5971957445144653
Cellpose,31-32,cluster_0.60,MS4A1,0.7200849056243896
Cellpose,31-32,cluster_0.60,TRAC,0.5450999140739441
Cellpose,31-32,cluster_0.65,CD19,0.8565616011619568
Cellpose,31-32,cluster_0.65,CD3E,0.6416071653366089
Cellpose,31-32,cluster_0.65,CD79A,0.7374147176742554
Cellpose,31-32,cluster_0.65,IL7R,0.5942369103431702
Cellpose,31-32,cluster_0.65,MS4A1,0.7178153395652771
Cellpose,31-32,cluster_0.65,TRAC,0.5382384061813354
Cellpose,31-32,cluster_0.70,CD19,0.8552002906799316
Cellpose,31-32,cluster_0.70,CD3E,0.6381973624229431
Cellpose,31-32,cluster_0.70,CD79A,0.736753523349762
Cellpose,31-32,cluster_0.70,IL7R,0.5922259092330933
Cellpose,31-32,cluster_0.70,MS4A1,0.7160419821739197
Cellpose,31-32,cluster_0.70,TRAC,0.5358051061630249
Cellpose,31-32,cluster_0.75,CD19,0.8531081676483154
Cellpose,31-32,cluster_0.75,CD3E,0.6185428500175476
Cellpose,31-32,cluster_0.75,CD79A,0.7317582368850708
Cellpose,31-32,cluster_0.75,IL7R,0.5741920471191406
Cellpose,31-32,cluster_0.75,MS4A1,0.7106065154075623
Cellpose,31-32,cluster_0.75,TRAC,0.5195266008377075
Cellpose,31-32,cluster_0.80,CD19,0.8525823354721069
Cellpose,31-32,cluster_0.80,CD3E,0.6141930818557739
Cellpose,31-32,cluster_0.80,CD79A,0.7325375080108643
Cellpose,31-32,cluster_0.80,IL7R,0.5704449415206909
Cellpose,31-32,cluster_0.80,MS4A1,0.711434006690979
Cellpose,31-32,cluster_0.80,TRAC,0.516050398349762
Cellpose,31-32,cluster_0.85,CD19,0.8436340093612671
Cellpose,31-32,cluster_0.85,CD3E,0.6044650077819824
Cellpose,31-32,cluster_0.85,CD79A,0.7243124842643738
Cellpose,31-32,cluster_0.85,IL7R,0.56109219789505
Cellpose,31-32,cluster_0.85,MS4A1,0.7027941346168518
Cellpose,31-32,cluster_0.85,TRAC,0.5079989433288574
Cellpose,33-34,cluster_0.40,CD19,0.6204208135604858
Cellpose,33-34,cluster_0.40,CD3E,0.4682275652885437
Cellpose,33-34,cluster_0.40,CD79A,0.5130255222320557
Cellpose,33-34,cluster_0.40,IL7R,0.4661078453063965
Cellpose,33-34,cluster_0.40,MS4A1,0.46689316630363464
Cellpose,33-34,cluster_0.40,TRAC,0.413669228553772
Cellpose,33-34,cluster_0.45,CD19,0.6188244223594666
Cellpose,33-34,cluster_0.45,CD3E,0.4622419476509094
Cellpose,33-34,cluster_0.45,CD79A,0.5116450786590576
Cellpose,33-34,cluster_0.45,IL7R,0.46164166927337646
Cellpose,33-34,cluster_0.45,MS4A1,0.4661586582660675
Cellpose,33-34,cluster_0.45,TRAC,0.40846189856529236
Cellpose,33-34,cluster_0.50,CD19,0.5998318195343018
Cellpose,33-34,cluster_0.50,CD3E,0.46816858649253845
Cellpose,33-34,cluster_0.50,CD79A,0.4991213381290436
Cellpose,33-34,cluster_0.50,IL7R,0.46831589937210083
Cellpose,33-34,cluster_0.50,MS4A1,0.4541373550891876
Cellpose,33-34,cluster_0.50,TRAC,0.4158851206302643
Cellpose,33-34,cluster_0.55,CD19,0.6045610308647156
Cellpose,33-34,cluster_0.55,CD3E,0.46352407336235046
Cellpose,33-34,cluster_0.55,CD79A,0.5016413927078247
Cellpose,33-34,cluster_0.55,IL7R,0.45528799295425415
Cellpose,33-34,cluster_0.55,MS4A1,0.4568069279193878
Cellpose,33-34,cluster_0.55,TRAC,0.4094039797782898
Cellpose,33-34,cluster_0.60,CD19,0.5926892161369324
Cellpose,33-34,cluster_0.60,CD3E,0.4714546799659729
Cellpose,33-34,cluster_0.60,CD79A,0.49411001801490784
Cellpose,33-34,cluster_0.60,IL7R,0.463906466960907
Cellpose,33-34,cluster_0.60,MS4A1,0.44637760519981384
Cellpose,33-34,cluster_0.60,TRAC,0.4167197644710541
Cellpose,33-34,cluster_0.65,CD19,0.6029345393180847
Cellpose,33-34,cluster_0.65,CD3E,0.4682779312133789
Cellpose,33-34,cluster_0.65,CD79A,0.5013241171836853
Cellpose,33-34,cluster_0.65,IL7R,0.4616168737411499
Cellpose,33-34,cluster_0.65,MS4A1,0.4560035467147827
Cellpose,33-34,cluster_0.65,TRAC,0.4114639461040497
Cellpose,33-34,cluster_0.70,CD19,0.5972699522972107
Cellpose,33-34,cluster_0.70,CD3E,0.46411436796188354
Cellpose,33-34,cluster_0.70,CD79A,0.49818164110183716
Cellpose,33-34,cluster_0.70,IL7R,0.4558682441711426
Cellpose,33-34,cluster_0.70,MS4A1,0.45115622878074646
Cellpose,33-34,cluster_0.70,TRAC,0.4092100262641907
Cellpose,33-34,cluster_0.75,CD19,0.5831162333488464
Cellpose,33-34,cluster_0.75,CD3E,0.47676974534988403
Cellpose,33-34,cluster_0.75,CD79A,0.48428311944007874
Cellpose,33-34,cluster_0.75,IL7R,0.4717937111854553
Cellpose,33-34,cluster_0.75,MS4A1,0.4390174150466919
Cellpose,33-34,cluster_0.75,TRAC,0.4187650978565216
Cellpose,33-34,cluster_0.80,CD19,0.5840307474136353
Cellpose,33-34,cluster_0.80,CD3E,0.4369030296802521
Cellpose,33-34,cluster_0.80,CD79A,0.4855266511440277
Cellpose,33-34,cluster_0.80,IL7R,0.42043381929397583
Cellpose,33-34,cluster_0.80,MS4A1,0.440022349357605
Cellpose,33-34,cluster_0.80,TRAC,0.3763289749622345
Cellpose,33-34,cluster_0.85,CD19,0.562265157699585
Cellpose,33-34,cluster_0.85,CD3E,0.42287522554397583
Cellpose,33-34,cluster_0.85,CD79A,0.4668140709400177
Cellpose,33-34,cluster_0.85,IL7R,0.4057464003562927
Cellpose,33-34,cluster_0.85,MS4A1,0.4225350618362427
Cellpose,33-34,cluster_0.85,TRAC,0.36376622319221497
Cellpose,33-34,cluster_0.90,CD19,0.5583767890930176
Cellpose,33-34,cluster_0.90,CD3E,0.427852988243103
Cellpose,33-34,cluster_0.90,CD79A,0.46184614300727844
Cellpose,33-34,cluster_0.90,IL7R,0.40804871916770935
Cellpose,33-34,cluster_0.90,MS4A1,0.4182688891887665
Cellpose,33-34,cluster_0.90,TRAC,0.3663437068462372
Cellpose,39-40,cluster_0.50,CD19,0.8468008637428284
Cellpose,39-40,cluster_0.50,CD3E,0.7328360676765442
Cellpose,39-40,cluster_0.50,CD79A,0.7325524687767029
Cellpose,39-40,cluster_0.50,IL7R,0.6760302186012268
Cellpose,39-40,cluster_0.50,MS4A1,0.7233357429504395
Cellpose,39-40,cluster_0.50,TRAC,0.5983907580375671
Cellpose,39-40,cluster_0.55,CD19,0.8444950580596924
Cellpose,39-40,cluster_0.55,CD3E,0.6880081295967102
Cellpose,39-40,cluster_0.55,CD79A,0.7295851707458496
Cellpose,39-40,cluster_0.55,IL7R,0.6457015872001648
Cellpose,39-40,cluster_0.55,MS4A1,0.7199866771697998
Cellpose,39-40,cluster_0.55,TRAC,0.5717035531997681
Cellpose,39-40,cluster_0.60,CD19,0.8429818749427795
Cellpose,39-40,cluster_0.60,CD3E,0.6815545558929443
Cellpose,39-40,cluster_0.60,CD79A,0.7266895771026611
Cellpose,39-40,cluster_0.60,IL7R,0.6382578611373901
Cellpose,39-40,cluster_0.60,MS4A1,0.7187772393226624
Cellpose,39-40,cluster_0.60,TRAC,0.5624752640724182
Cellpose,39-40,cluster_0.65,CD19,0.841136634349823
Cellpose,39-40,cluster_0.65,CD3E,0.6689482927322388
Cellpose,39-40,cluster_0.65,CD79A,0.7245113849639893
Cellpose,39-40,cluster_0.65,IL7R,0.6217916011810303
Cellpose,39-40,cluster_0.65,MS4A1,0.7169236540794373
Cellpose,39-40,cluster_0.65,TRAC,0.5493974685668945
Cellpose,39-40,cluster_0.70,CD19,0.8355816602706909
Cellpose,39-40,cluster_0.70,CD3E,0.6681602597236633
Cellpose,39-40,cluster_0.70,CD79A,0.7200005650520325
Cellpose,39-40,cluster_0.70,IL7R,0.6201472878456116
Cellpose,39-40,cluster_0.70,MS4A1,0.7077817916870117
Cellpose,39-40,cluster_0.70,TRAC,0.5475562214851379
Cellpose,39-40,cluster_0.75,CD19,0.8385716676712036
Cellpose,39-40,cluster_0.75,CD3E,0.6634529232978821
Cellpose,39-40,cluster_0.75,CD79A,0.7212101221084595
Cellpose,39-40,cluster_0.75,IL7R,0.6137929558753967
Cellpose,39-40,cluster_0.75,MS4A1,0.7107604742050171
Cellpose,39-40,cluster_0.75,TRAC,0.5414206385612488
Cellpose,41-42,cluster_0.45,CD19,0.8478315472602844
Cellpose,41-42,cluster_0.45,CD3E,0.7231086492538452
Cellpose,41-42,cluster_0.45,CD79A,0.7103553414344788
Cellpose,41-42,cluster_0.45,IL7R,0.6496636867523193
Cellpose,41-42,cluster_0.45,MS4A1,0.6936976909637451
Cellpose,41-42,cluster_0.45,TRAC,0.6262126564979553
Cellpose,41-42,cluster_0.50,CD19,0.8473530411720276
Cellpose,41-42,cluster_0.50,CD3E,0.726938009262085
Cellpose,41-42,cluster_0.50,CD79A,0.7094542980194092
Cellpose,41-42,cluster_0.50,IL7R,0.6547989249229431
Cellpose,41-42,cluster_0.50,MS4A1,0.6924797296524048
Cellpose,41-42,cluster_0.50,TRAC,0.6312508583068848
Cellpose,41-42,cluster_0.55,CD19,0.8505334258079529
Cellpose,41-42,cluster_0.55,CD3E,0.7425351142883301
Cellpose,41-42,cluster_0.55,CD79A,0.7105655074119568
Cellpose,41-42,cluster_0.55,IL7R,0.6801868677139282
Cellpose,41-42,cluster_0.55,MS4A1,0.6949959993362427
Cellpose,41-42,cluster_0.55,TRAC,0.6578960418701172
Cellpose,41-42,cluster_0.60,CD19,0.8509048223495483
Cellpose,41-42,cluster_0.60,CD3E,0.6819284558296204
Cellpose,41-42,cluster_0.60,CD79A,0.7066817879676819
Cellpose,41-42,cluster_0.60,IL7R,0.6091288328170776
Cellpose,41-42,cluster_0.60,MS4A1,0.692887544631958
Cellpose,41-42,cluster_0.60,TRAC,0.5888746976852417
Cellpose,41-42,cluster_0.65,CD19,0.8099881410598755
Cellpose,41-42,cluster_0.65,CD3E,0.7109430432319641
Cellpose,41-42,cluster_0.65,CD79A,0.6710401177406311
Cellpose,41-42,cluster_0.65,IL7R,0.6351900696754456
Cellpose,41-42,cluster_0.65,MS4A1,0.6575726866722107
Cellpose,41-42,cluster_0.65,TRAC,0.6116657257080078
Cellpose,41-42,cluster_0.70,CD19,0.8023852109909058
Cellpose,41-42,cluster_0.70,CD3E,0.5363857746124268
Cellpose,41-42,cluster_0.70,CD79A,0.6616654396057129
Cellpose,41-42,cluster_0.70,IL7R,0.4787069261074066
Cellpose,41-42,cluster_0.70,MS4A1,0.6489627361297607
Cellpose,41-42,cluster_0.70,TRAC,0.46302008628845215
Cellpose,41-42,cluster_0.80,CD19,0.7850844860076904
Cellpose,41-42,cluster_0.80,CD3E,0.6609957814216614
Cellpose,41-42,cluster_0.80,CD79A,0.6412530541419983
Cellpose,41-42,cluster_0.80,IL7R,0.5859025120735168
Cellpose,41-42,cluster_0.80,MS4A1,0.6231507062911987
Cellpose,41-42,cluster_0.80,TRAC,0.5643642544746399
Cellpose,43-44,cluster_0.40,CD19,0.43033623695373535
Cellpose,43-44,cluster_0.40,CD3E,0.4431842863559723
Cellpose,43-44,cluster_0.40,CD79A,0.37104353308677673
Cellpose,43-44,cluster_0.40,IL7R,0.40803688764572144
Cellpose,43-44,cluster_0.40,MS4A1,0.3886606693267822
Cellpose,43-44,cluster_0.40,TRAC,0.3921799957752228
Cellpose,43-44,cluster_0.45,CD19,0.4397044777870178
Cellpose,43-44,cluster_0.45,CD3E,0.4419182538986206
Cellpose,43-44,cluster_0.45,CD79A,0.39043760299682617
Cellpose,43-44,cluster_0.45,IL7R,0.40635061264038086
Cellpose,43-44,cluster_0.45,MS4A1,0.41569405794143677
Cellpose,43-44,cluster_0.45,TRAC,0.39397192001342773
Cellpose,43-44,cluster_0.50,CD19,0.46719202399253845
Cellpose,43-44,cluster_0.50,CD3E,0.5029064416885376
Cellpose,43-44,cluster_0.50,CD79A,0.4224066734313965
Cellpose,43-44,cluster_0.50,IL7R,0.4793388545513153
Cellpose,43-44,cluster_0.50,MS4A1,0.45607686042785645
Cellpose,43-44,cluster_0.50,TRAC,0.4562584161758423
Cellpose,43-44,cluster_0.55,CD19,0.4557342529296875
Cellpose,43-44,cluster_0.55,CD3E,0.5125219225883484
Cellpose,43-44,cluster_0.55,CD79A,0.4052087366580963
Cellpose,43-44,cluster_0.55,IL7R,0.47813770174980164
Cellpose,43-44,cluster_0.55,MS4A1,0.444742888212204
Cellpose,43-44,cluster_0.55,TRAC,0.4537375867366791
Cellpose,43-44,cluster_0.60,CD19,0.4359975755214691
Cellpose,43-44,cluster_0.60,CD3E,0.45324909687042236
Cellpose,43-44,cluster_0.60,CD79A,0.38231995701789856
Cellpose,43-44,cluster_0.60,IL7R,0.42458009719848633
Cellpose,43-44,cluster_0.60,MS4A1,0.4121236503124237
Cellpose,43-44,cluster_0.60,TRAC,0.40627163648605347
Cellpose,43-44,cluster_0.65,CD19,0.4281778931617737
Cellpose,43-44,cluster_0.65,CD3E,0.4630531966686249
Cellpose,43-44,cluster_0.65,CD79A,0.3750801086425781
Cellpose,43-44,cluster_0.65,IL7R,0.44757553935050964
Cellpose,43-44,cluster_0.65,MS4A1,0.3946726620197296
Cellpose,43-44,cluster_0.65,TRAC,0.4251869022846222
Cellpose,43-44,cluster_0.70,CD19,0.432981938123703
Cellpose,43-44,cluster_0.70,CD3E,0.4449928104877472
Cellpose,43-44,cluster_0.70,CD79A,0.3759700655937195
Cellpose,43-44,cluster_0.70,IL7R,0.42807960510253906
Cellpose,43-44,cluster_0.70,MS4A1,0.399364709854126
Cellpose,43-44,cluster_0.70,TRAC,0.4055824875831604
Cellpose,43-44,cluster_0.75,CD19,0.4329882860183716
Cellpose,43-44,cluster_0.75,CD3E,0.459963858127594
Cellpose,43-44,cluster_0.75,CD79A,0.37602901458740234
Cellpose,43-44,cluster_0.75,IL7R,0.44043347239494324
Cellpose,43-44,cluster_0.75,MS4A1,0.40471151471138
Cellpose,43-44,cluster_0.75,TRAC,0.41767171025276184
Cellpose,43-44,cluster_0.80,CD19,0.43362510204315186
Cellpose,43-44,cluster_0.80,CD3E,0.4403368830680847
Cellpose,43-44,cluster_0.80,CD79A,0.38539642095565796
Cellpose,43-44,cluster_0.80,IL7R,0.42825472354888916
Cellpose,43-44,cluster_0.80,MS4A1,0.4050344228744507
Cellpose,43-44,cluster_0.80,TRAC,0.4042038023471832
Cellpose,43-44,cluster_0.85,CD19,0.4304012060165405
Cellpose,43-44,cluster_0.85,CD3E,0.428766667842865
Cellpose,43-44,cluster_0.85,CD79A,0.37676313519477844
Cellpose,43-44,cluster_0.85,IL7R,0.39785701036453247
Cellpose,43-44,cluster_0.85,MS4A1,0.3923121690750122
