Model,FOV,Cluster_Key,Gene,Gene_Purity
Glimmer (Bin),13-14,cluster_0.40,CD19,0.8695242404937744
Glimmer (Bin),13-14,cluster_0.40,CD3E,0.8031349182128906
Glimmer (Bin),13-14,cluster_0.40,CD79A,0.7522950768470764
Glimmer (Bin),13-14,cluster_0.40,IL7R,0.8172774314880371
Glimmer (Bin),13-14,cluster_0.40,MS4A1,0.8859601616859436
Glimmer (Bin),13-14,cluster_0.40,TRAC,0.7446855306625366
Glimmer (Bin),13-14,cluster_0.45,CD19,0.8631680011749268
Glimmer (Bin),13-14,cluster_0.45,CD3E,0.7775316834449768
Glimmer (Bin),13-14,cluster_0.45,CD79A,0.7474592924118042
Glimmer (Bin),13-14,cluster_0.45,IL7R,0.7736614942550659
Glimmer (Bin),13-14,cluster_0.45,MS4A1,0.8622525930404663
Glimmer (Bin),13-14,cluster_0.45,TRAC,0.7098900675773621
Glimmer (Bin),13-14,cluster_0.50,CD19,0.8596116900444031
Glimmer (Bin),13-14,cluster_0.50,CD3E,0.7743023633956909
Glimmer (Bin),13-14,cluster_0.50,CD79A,0.7316257953643799
Glimmer (Bin),13-14,cluster_0.50,IL7R,0.7626861333847046
Glimmer (Bin),13-14,cluster_0.50,MS4A1,0.8502330183982849
Glimmer (Bin),13-14,cluster_0.50,TRAC,0.707328736782074
Glimmer (Bin),13-14,cluster_0.55,CD19,0.8522740602493286
Glimmer (Bin),13-14,cluster_0.55,CD3E,0.760471761226654
Glimmer (Bin),13-14,cluster_0.55,CD79A,0.730056643486023
Glimmer (Bin),13-14,cluster_0.55,IL7R,0.7505103945732117
Glimmer (Bin),13-14,cluster_0.55,MS4A1,0.8475961089134216
Glimmer (Bin),13-14,cluster_0.55,TRAC,0.6839774250984192
Glimmer (Bin),15-16,cluster_0.40,CD19,0.8179216980934143
Glimmer (Bin),15-16,cluster_0.40,CD3E,0.8171408176422119
Glimmer (Bin),15-16,cluster_0.40,CD79A,0.7266297936439514
Glimmer (Bin),15-16,cluster_0.40,IL7R,0.8369871973991394
Glimmer (Bin),15-16,cluster_0.40,MS4A1,0.7624012231826782
Glimmer (Bin),15-16,cluster_0.40,TRAC,0.7155296206474304
Glimmer (Bin),15-16,cluster_0.45,CD19,0.7968867421150208
Glimmer (Bin),15-16,cluster_0.45,CD3E,0.8130108714103699
Glimmer (Bin),15-16,cluster_0.45,CD79A,0.7031168937683105
Glimmer (Bin),15-16,cluster_0.45,IL7R,0.845889687538147
Glimmer (Bin),15-16,cluster_0.45,MS4A1,0.7352662682533264
Glimmer (Bin),15-16,cluster_0.45,TRAC,0.7088332772254944
Glimmer (Bin),15-16,cluster_0.50,CD19,0.8092955946922302
Glimmer (Bin),15-16,cluster_0.50,CD3E,0.8123739361763
Glimmer (Bin),15-16,cluster_0.50,CD79A,0.7190195918083191
Glimmer (Bin),15-16,cluster_0.50,IL7R,0.844980001449585
Glimmer (Bin),15-16,cluster_0.50,MS4A1,0.7503206729888916
Glimmer (Bin),15-16,cluster_0.50,TRAC,0.7019839286804199
Glimmer (Bin),15-16,cluster_0.55,CD19,0.786589503288269
Glimmer (Bin),15-16,cluster_0.55,CD3E,0.8011223077774048
Glimmer (Bin),15-16,cluster_0.55,CD79A,0.6890014410018921
Glimmer (Bin),15-16,cluster_0.55,IL7R,0.8385798335075378
Glimmer (Bin),15-16,cluster_0.55,MS4A1,0.7200590372085571
Glimmer (Bin),15-16,cluster_0.55,TRAC,0.7003226280212402
Glimmer (Bin),17-18,cluster_0.40,CD19,0.8281610012054443
Glimmer (Bin),17-18,cluster_0.40,CD3E,0.7784339189529419
Glimmer (Bin),17-18,cluster_0.40,CD79A,0.7385052442550659
Glimmer (Bin),17-18,cluster_0.40,IL7R,0.8228712677955627
Glimmer (Bin),17-18,cluster_0.40,MS4A1,0.7905922532081604
Glimmer (Bin),17-18,cluster_0.40,TRAC,0.6508423089981079
Glimmer (Bin),17-18,cluster_0.45,CD19,0.8240348696708679
Glimmer (Bin),17-18,cluster_0.45,CD3E,0.7962381839752197
Glimmer (Bin),17-18,cluster_0.45,CD79A,0.7277718186378479
Glimmer (Bin),17-18,cluster_0.45,IL7R,0.8560296893119812
Glimmer (Bin),17-18,cluster_0.45,MS4A1,0.775999128818512
Glimmer (Bin),17-18,cluster_0.45,TRAC,0.6790764331817627
Glimmer (Bin),17-18,cluster_0.50,CD19,0.7940071821212769
Glimmer (Bin),17-18,cluster_0.50,CD3E,0.7858594655990601
Glimmer (Bin),17-18,cluster_0.50,CD79A,0.6994431614875793
Glimmer (Bin),17-18,cluster_0.50,IL7R,0.8401002287864685
Glimmer (Bin),17-18,cluster_0.50,MS4A1,0.7421810626983643
Glimmer (Bin),17-18,cluster_0.50,TRAC,0.6766756772994995
Glimmer (Bin),17-18,cluster_0.55,CD19,0.7910459637641907
Glimmer (Bin),17-18,cluster_0.55,CD3E,0.7841683030128479
Glimmer (Bin),17-18,cluster_0.55,CD79A,0.6947522759437561
Glimmer (Bin),17-18,cluster_0.55,IL7R,0.8375352621078491
Glimmer (Bin),17-18,cluster_0.55,MS4A1,0.73357754945755
Glimmer (Bin),17-18,cluster_0.55,TRAC,0.6733853816986084
Glimmer (Bin),17-18,cluster_0.60,CD19,0.6008139848709106
Glimmer (Bin),17-18,cluster_0.60,CD3E,0.7624993324279785
Glimmer (Bin),17-18,cluster_0.60,CD79A,0.49391797184944153
Glimmer (Bin),17-18,cluster_0.60,IL7R,0.8198757767677307
Glimmer (Bin),17-18,cluster_0.60,MS4A1,0.5513501763343811
Glimmer (Bin),17-18,cluster_0.60,TRAC,0.6504398584365845
Glimmer (Bin),21-22,cluster_0.30,CD19,0.7078253030776978
Glimmer (Bin),21-22,cluster_0.30,CD3E,0.8716115355491638
Glimmer (Bin),21-22,cluster_0.30,CD79A,0.5710018277168274
Glimmer (Bin),21-22,cluster_0.30,IL7R,0.8797327280044556
Glimmer (Bin),21-22,cluster_0.30,MS4A1,0.7944326996803284
Glimmer (Bin),21-22,cluster_0.30,TRAC,0.8470720648765564
Glimmer (Bin),21-22,cluster_0.40,CD19,0.7361475229263306
Glimmer (Bin),21-22,cluster_0.40,CD3E,0.8600620031356812
Glimmer (Bin),21-22,cluster_0.40,CD79A,0.6076575517654419
Glimmer (Bin),21-22,cluster_0.40,IL7R,0.8600431084632874
Glimmer (Bin),21-22,cluster_0.40,MS4A1,0.847978949546814
Glimmer (Bin),21-22,cluster_0.40,TRAC,0.8233668208122253
Glimmer (Bin),21-22,cluster_0.45,CD19,0.744986355304718
Glimmer (Bin),21-22,cluster_0.45,CD3E,0.8382279872894287
Glimmer (Bin),21-22,cluster_0.45,CD79A,0.6108841896057129
Glimmer (Bin),21-22,cluster_0.45,IL7R,0.8595476150512695
Glimmer (Bin),21-22,cluster_0.45,MS4A1,0.8484454154968262
Glimmer (Bin),21-22,cluster_0.45,TRAC,0.8044185042381287
Glimmer (Bin),21-22,cluster_0.50,CD19,0.7409584522247314
Glimmer (Bin),21-22,cluster_0.50,CD3E,0.8009144067764282
Glimmer (Bin),21-22,cluster_0.50,CD79A,0.6181637644767761
Glimmer (Bin),21-22,cluster_0.50,IL7R,0.8081976175308228
Glimmer (Bin),21-22,cluster_0.50,MS4A1,0.8469666242599487
Glimmer (Bin),21-22,cluster_0.50,TRAC,0.7686200141906738
Glimmer (Bin),23-24,cluster_0.40,CD19,0.8939517736434937
Glimmer (Bin),23-24,cluster_0.40,CD3E,0.7937562465667725
Glimmer (Bin),23-24,cluster_0.40,CD79A,0.8341231942176819
Glimmer (Bin),23-24,cluster_0.40,IL7R,0.798866331577301
Glimmer (Bin),23-24,cluster_0.40,MS4A1,0.9112200140953064
Glimmer (Bin),23-24,cluster_0.40,TRAC,0.7357986569404602
Glimmer (Bin),23-24,cluster_0.45,CD19,0.8808088898658752
Glimmer (Bin),23-24,cluster_0.45,CD3E,0.7741521000862122
Glimmer (Bin),23-24,cluster_0.45,CD79A,0.8051373362541199
Glimmer (Bin),23-24,cluster_0.45,IL7R,0.8075293302536011
Glimmer (Bin),23-24,cluster_0.45,MS4A1,0.8718181252479553
Glimmer (Bin),23-24,cluster_0.45,TRAC,0.7003458142280579
Glimmer (Bin),23-24,cluster_0.50,CD19,0.8794575929641724
Glimmer (Bin),23-24,cluster_0.50,CD3E,0.7597188353538513
Glimmer (Bin),23-24,cluster_0.50,CD79A,0.8065788149833679
Glimmer (Bin),23-24,cluster_0.50,IL7R,0.7745843529701233
Glimmer (Bin),23-24,cluster_0.50,MS4A1,0.872541069984436
Glimmer (Bin),23-24,cluster_0.50,TRAC,0.689877450466156
Glimmer (Bin),23-24,cluster_0.55,CD19,0.8777105212211609
Glimmer (Bin),23-24,cluster_0.55,CD3E,0.7580547332763672
Glimmer (Bin),23-24,cluster_0.55,CD79A,0.8017098307609558
Glimmer (Bin),23-24,cluster_0.55,IL7R,0.7724792957305908
Glimmer (Bin),23-24,cluster_0.55,MS4A1,0.8655946254730225
Glimmer (Bin),23-24,cluster_0.55,TRAC,0.6858155131340027
Glimmer (Bin),23-24,cluster_0.60,CD19,0.8675060868263245
Glimmer (Bin),23-24,cluster_0.60,CD3E,0.682622492313385
Glimmer (Bin),23-24,cluster_0.60,CD79A,0.7762192487716675
Glimmer (Bin),23-24,cluster_0.60,IL7R,0.6610987186431885
Glimmer (Bin),23-24,cluster_0.60,MS4A1,0.8398190140724182
Glimmer (Bin),23-24,cluster_0.60,TRAC,0.6101009845733643
Glimmer (Bin),27-28,cluster_0.30,CD19,0.8448563814163208
Glimmer (Bin),27-28,cluster_0.30,CD3E,0.8362259864807129
Glimmer (Bin),27-28,cluster_0.30,CD79A,0.7438510656356812
Glimmer (Bin),27-28,cluster_0.30,IL7R,0.8519471883773804
Glimmer (Bin),27-28,cluster_0.30,MS4A1,0.8110414147377014
Glimmer (Bin),27-28,cluster_0.30,TRAC,0.7561662197113037
Glimmer (Bin),27-28,cluster_0.40,CD19,0.8359150290489197
Glimmer (Bin),27-28,cluster_0.40,CD3E,0.8065810203552246
Glimmer (Bin),27-28,cluster_0.40,CD79A,0.7283487915992737
Glimmer (Bin),27-28,cluster_0.40,IL7R,0.8291990160942078
Glimmer (Bin),27-28,cluster_0.40,MS4A1,0.798247754573822
Glimmer (Bin),27-28,cluster_0.40,TRAC,0.7126361131668091
Glimmer (Bin),27-28,cluster_0.45,CD19,0.8841570019721985
Glimmer (Bin),27-28,cluster_0.45,CD3E,0.8035159111022949
Glimmer (Bin),27-28,cluster_0.45,CD79A,0.786099910736084
Glimmer (Bin),27-28,cluster_0.45,IL7R,0.823571503162384
Glimmer (Bin),27-28,cluster_0.45,MS4A1,0.8424896597862244
Glimmer (Bin),27-28,cluster_0.45,TRAC,0.7115306854248047
Glimmer (Bin),27-28,cluster_0.50,CD19,0.8468545079231262
Glimmer (Bin),27-28,cluster_0.50,CD3E,0.8035571575164795
Glimmer (Bin),27-28,cluster_0.50,CD79A,0.7345244884490967
Glimmer (Bin),27-28,cluster_0.50,IL7R,0.8241688013076782
Glimmer (Bin),27-28,cluster_0.50,MS4A1,0.8027640581130981
Glimmer (Bin),27-28,cluster_0.50,TRAC,0.7079640030860901
Glimmer (Bin),27-28,cluster_0.55,CD19,0.8418829441070557
Glimmer (Bin),27-28,cluster_0.55,CD3E,0.7981662154197693
Glimmer (Bin),27-28,cluster_0.55,CD79A,0.7304351925849915
Glimmer (Bin),27-28,cluster_0.55,IL7R,0.8196489810943604
Glimmer (Bin),27-28,cluster_0.55,MS4A1,0.8051519393920898
Glimmer (Bin),27-28,cluster_0.55,TRAC,0.7012746334075928
Glimmer (Bin),27-28,cluster_0.60,CD19,0.7186256647109985
Glimmer (Bin),27-28,cluster_0.60,CD3E,0.7808308005332947
Glimmer (Bin),27-28,cluster_0.60,CD79A,0.6251651048660278
Glimmer (Bin),27-28,cluster_0.60,IL7R,0.8068800568580627
Glimmer (Bin),27-28,cluster_0.60,MS4A1,0.7026181221008301
Glimmer (Bin),27-28,cluster_0.60,TRAC,0.6843395233154297
Glimmer (Bin),27-28,cluster_0.65,CD19,0.7169632315635681
Glimmer (Bin),27-28,cluster_0.65,CD3E,0.779954731464386
Glimmer (Bin),27-28,cluster_0.65,CD79A,0.6195732951164246
Glimmer (Bin),27-28,cluster_0.65,IL7R,0.8065809011459351
Glimmer (Bin),27-28,cluster_0.65,MS4A1,0.6996282935142517
Glimmer (Bin),27-28,cluster_0.65,TRAC,0.682416558265686
Glimmer (Bin),29-30,cluster_0.40,CD19,0.8328596949577332
Glimmer (Bin),29-30,cluster_0.40,CD3E,0.829569935798645
Glimmer (Bin),29-30,cluster_0.40,CD79A,0.7584632635116577
Glimmer (Bin),29-30,cluster_0.40,IL7R,0.8527724146842957
Glimmer (Bin),29-30,cluster_0.40,MS4A1,0.8063933849334717
Glimmer (Bin),29-30,cluster_0.40,TRAC,0.7362077236175537
Glimmer (Bin),29-30,cluster_0.45,CD19,0.8212748765945435
Glimmer (Bin),29-30,cluster_0.45,CD3E,0.8334563374519348
Glimmer (Bin),29-30,cluster_0.45,CD79A,0.7430229783058167
Glimmer (Bin),29-30,cluster_0.45,IL7R,0.8577677607536316
Glimmer (Bin),29-30,cluster_0.45,MS4A1,0.7900527119636536
Glimmer (Bin),29-30,cluster_0.45,TRAC,0.7386112809181213
Glimmer (Bin),29-30,cluster_0.50,CD19,0.7216318845748901
Glimmer (Bin),29-30,cluster_0.50,CD3E,0.8149864673614502
Glimmer (Bin),29-30,cluster_0.50,CD79A,0.6331949830055237
Glimmer (Bin),29-30,cluster_0.50,IL7R,0.8354028463363647
Glimmer (Bin),29-30,cluster_0.50,MS4A1,0.6920560598373413
Glimmer (Bin),29-30,cluster_0.50,TRAC,0.7245947122573853
Glimmer (Bin),29-30,cluster_0.55,CD19,0.7182204127311707
Glimmer (Bin),29-30,cluster_0.55,CD3E,0.8102765679359436
Glimmer (Bin),29-30,cluster_0.55,CD79A,0.628237247467041
Glimmer (Bin),29-30,cluster_0.55,IL7R,0.819897472858429
Glimmer (Bin),29-30,cluster_0.55,MS4A1,0.6862137913703918
Glimmer (Bin),29-30,cluster_0.55,TRAC,0.7157326340675354
Glimmer (Bin),29-30,cluster_0.60,CD19,0.7109395265579224
Glimmer (Bin),29-30,cluster_0.60,CD3E,0.7962683439254761
Glimmer (Bin),29-30,cluster_0.60,CD79A,0.6270340085029602
Glimmer (Bin),29-30,cluster_0.60,IL7R,0.8125575184822083
Glimmer (Bin),29-30,cluster_0.60,MS4A1,0.6857097744941711
Glimmer (Bin),29-30,cluster_0.60,TRAC,0.7047954797744751
Glimmer (Bin),29-30,cluster_0.65,CD19,0.805397093296051
Glimmer (Bin),29-30,cluster_0.65,CD3E,0.808964192867279
Glimmer (Bin),29-30,cluster_0.65,CD79A,0.7185879945755005
Glimmer (Bin),29-30,cluster_0.65,IL7R,0.8197265863418579
Glimmer (Bin),29-30,cluster_0.65,MS4A1,0.7747520804405212
Glimmer (Bin),29-30,cluster_0.65,TRAC,0.7141444087028503
Glimmer (Bin),31-32,cluster_0.40,CD19,0.9076554179191589
Glimmer (Bin),31-32,cluster_0.40,CD3E,0.8596438765525818
Glimmer (Bin),31-32,cluster_0.40,CD79A,0.845196545124054
Glimmer (Bin),31-32,cluster_0.40,IL7R,0.8647558093070984
Glimmer (Bin),31-32,cluster_0.40,MS4A1,0.9176936745643616
Glimmer (Bin),31-32,cluster_0.40,TRAC,0.8079374432563782
Glimmer (Bin),31-32,cluster_0.45,CD19,0.8811958432197571
Glimmer (Bin),31-32,cluster_0.45,CD3E,0.8634363412857056
Glimmer (Bin),31-32,cluster_0.45,CD79A,0.8037466406822205
Glimmer (Bin),31-32,cluster_0.45,IL7R,0.8661970496177673
Glimmer (Bin),31-32,cluster_0.45,MS4A1,0.8728016018867493
Glimmer (Bin),31-32,cluster_0.45,TRAC,0.8137799501419067
Glimmer (Bin),31-32,cluster_0.50,CD19,0.8751974105834961
Glimmer (Bin),31-32,cluster_0.50,CD3E,0.856379508972168
Glimmer (Bin),31-32,cluster_0.50,CD79A,0.7999661564826965
Glimmer (Bin),31-32,cluster_0.50,IL7R,0.8543776273727417
Glimmer (Bin),31-32,cluster_0.50,MS4A1,0.8712260127067566
Glimmer (Bin),31-32,cluster_0.50,TRAC,0.8095000386238098
Glimmer (Bin),31-32,cluster_0.55,CD19,0.8672797679901123
Glimmer (Bin),31-32,cluster_0.55,CD3E,0.830734372138977
Glimmer (Bin),31-32,cluster_0.55,CD79A,0.7896085977554321
Glimmer (Bin),31-32,cluster_0.55,IL7R,0.8218398094177246
Glimmer (Bin),31-32,cluster_0.55,MS4A1,0.8675487041473389
Glimmer (Bin),31-32,cluster_0.55,TRAC,0.7751699686050415
Glimmer (Bin),31-32,cluster_0.60,CD19,0.875251293182373
Glimmer (Bin),31-32,cluster_0.60,CD3E,0.820901095867157
Glimmer (Bin),31-32,cluster_0.60,CD79A,0.7940254211425781
Glimmer (Bin),31-32,cluster_0.60,IL7R,0.8061079382896423
Glimmer (Bin),31-32,cluster_0.60,MS4A1,0.8710843920707703
Glimmer (Bin),31-32,cluster_0.60,TRAC,0.7612138390541077
Glimmer (Bin),31-32,cluster_0.70,CD19,0.8543732166290283
Glimmer (Bin),31-32,cluster_0.70,CD3E,0.7734678983688354
Glimmer (Bin),31-32,cluster_0.70,CD79A,0.7644355893135071
Glimmer (Bin),31-32,cluster_0.70,IL7R,0.6873712539672852
Glimmer (Bin),31-32,cluster_0.70,MS4A1,0.8311595916748047
Glimmer (Bin),31-32,cluster_0.70,TRAC,0.715952455997467
Glimmer (Bin),33-34,cluster_0.40,CD19,0.8060544729232788
Glimmer (Bin),33-34,cluster_0.40,CD3E,0.7385628819465637
Glimmer (Bin),33-34,cluster_0.40,CD79A,0.7060181498527527
Glimmer (Bin),33-34,cluster_0.40,IL7R,0.7502560019493103
Glimmer (Bin),33-34,cluster_0.40,MS4A1,0.816626250743866
Glimmer (Bin),33-34,cluster_0.40,TRAC,0.6856045722961426
Glimmer (Bin),33-34,cluster_0.45,CD19,0.8068270683288574
Glimmer (Bin),33-34,cluster_0.45,CD3E,0.734133780002594
Glimmer (Bin),33-34,cluster_0.45,CD79A,0.709918200969696
Glimmer (Bin),33-34,cluster_0.45,IL7R,0.7403976917266846
Glimmer (Bin),33-34,cluster_0.45,MS4A1,0.8204934000968933
Glimmer (Bin),33-34,cluster_0.45,TRAC,0.6748731136322021
Glimmer (Bin),33-34,cluster_0.50,CD19,0.7923697233200073
Glimmer (Bin),33-34,cluster_0.50,CD3E,0.7435531616210938
Glimmer (Bin),33-34,cluster_0.50,CD79A,0.6841771602630615
Glimmer (Bin),33-34,cluster_0.50,IL7R,0.7524142265319824
Glimmer (Bin),33-34,cluster_0.50,MS4A1,0.7779650688171387
Glimmer (Bin),33-34,cluster_0.50,TRAC,0.6849870681762695
Glimmer (Bin),33-34,cluster_0.55,CD19,0.8047533631324768
Glimmer (Bin),33-34,cluster_0.55,CD3E,0.7249647378921509
Glimmer (Bin),33-34,cluster_0.55,CD79A,0.7006893754005432
Glimmer (Bin),33-34,cluster_0.55,IL7R,0.7280828356742859
Glimmer (Bin),33-34,cluster_0.55,MS4A1,0.8034804463386536
Glimmer (Bin),33-34,cluster_0.55,TRAC,0.6653915643692017
Glimmer (Bin),33-34,cluster_0.60,CD19,0.8052019476890564
Glimmer (Bin),33-34,cluster_0.60,CD3E,0.7033867239952087
Glimmer (Bin),33-34,cluster_0.60,CD79A,0.6997087001800537
Glimmer (Bin),33-34,cluster_0.60,IL7R,0.6945256590843201
Glimmer (Bin),33-34,cluster_0.60,MS4A1,0.8056051135063171
Glimmer (Bin),33-34,cluster_0.60,TRAC,0.6425362825393677
Glimmer (Bin),39-40,cluster_0.30,CD19,0.8763235807418823
Glimmer (Bin),39-40,cluster_0.30,CD3E,0.8656274080276489
Glimmer (Bin),39-40,cluster_0.30,CD79A,0.7930394411087036
Glimmer (Bin),39-40,cluster_0.30,IL7R,0.8890517950057983
Glimmer (Bin),39-40,cluster_0.30,MS4A1,0.8671023845672607
Glimmer (Bin),39-40,cluster_0.30,TRAC,0.8328860402107239
Glimmer (Bin),39-40,cluster_0.40,CD19,0.8807111382484436
Glimmer (Bin),39-40,cluster_0.40,CD3E,0.8548280596733093
Glimmer (Bin),39-40,cluster_0.40,CD79A,0.7983406782150269
Glimmer (Bin),39-40,cluster_0.40,IL7R,0.8748351335525513
Glimmer (Bin),39-40,cluster_0.40,MS4A1,0.88099604845047
Glimmer (Bin),39-40,cluster_0.40,TRAC,0.8161828517913818
Glimmer (Bin),39-40,cluster_0.45,CD19,0.8788401484489441
Glimmer (Bin),39-40,cluster_0.45,CD3E,0.844472348690033
Glimmer (Bin),39-40,cluster_0.45,CD79A,0.7901895642280579
Glimmer (Bin),39-40,cluster_0.45,IL7R,0.8592674732208252
Glimmer (Bin),39-40,cluster_0.45,MS4A1,0.8753636479377747
Glimmer (Bin),39-40,cluster_0.45,TRAC,0.8046614527702332
Glimmer (Bin),39-40,cluster_0.50,CD19,0.8842594623565674
Glimmer (Bin),39-40,cluster_0.50,CD3E,0.8391188383102417
Glimmer (Bin),39-40,cluster_0.50,CD79A,0.7974338531494141
Glimmer (Bin),39-40,cluster_0.50,IL7R,0.8502437472343445
Glimmer (Bin),39-40,cluster_0.50,MS4A1,0.8809726238250732
Glimmer (Bin),39-40,cluster_0.50,TRAC,0.7930082678794861
Glimmer (Bin),39-40,cluster_0.55,CD19,0.8806278109550476
Glimmer (Bin),39-40,cluster_0.55,CD3E,0.8298156261444092
Glimmer (Bin),39-40,cluster_0.55,CD79A,0.7871668934822083
Glimmer (Bin),39-40,cluster_0.55,IL7R,0.8399359583854675
Glimmer (Bin),39-40,cluster_0.55,MS4A1,0.8790688514709473
Glimmer (Bin),39-40,cluster_0.55,TRAC,0.787470817565918
Glimmer (Bin),39-40,cluster_0.60,CD19,0.8785210251808167
Glimmer (Bin),39-40,cluster_0.60,CD3E,0.8243638277053833
Glimmer (Bin),39-40,cluster_0.60,CD79A,0.7982562184333801
Glimmer (Bin),39-40,cluster_0.60,IL7R,0.8077574968338013
Glimmer (Bin),39-40,cluster_0.60,MS4A1,0.8864323496818542
Glimmer (Bin),39-40,cluster_0.60,TRAC,0.775400698184967
Glimmer (Bin),39-40,cluster_0.65,CD19,0.8689267635345459
Glimmer (Bin),39-40,cluster_0.65,CD3E,0.8006866574287415
Glimmer (Bin),39-40,cluster_0.65,CD79A,0.7774243354797363
Glimmer (Bin),39-40,cluster_0.65,IL7R,0.7234260439872742
Glimmer (Bin),39-40,cluster_0.65,MS4A1,0.860584020614624
Glimmer (Bin),39-40,cluster_0.65,TRAC,0.7414504289627075
Glimmer (Bin),39-40,cluster_0.70,CD19,0.8557340502738953
Glimmer (Bin),39-40,cluster_0.70,CD3E,0.7828154563903809
Glimmer (Bin),39-40,cluster_0.70,CD79A,0.7611796259880066
Glimmer (Bin),39-40,cluster_0.70,IL7R,0.6390177011489868
Glimmer (Bin),39-40,cluster_0.70,MS4A1,0.836588978767395
Glimmer (Bin),39-40,cluster_0.70,TRAC,0.7091818451881409
Glimmer (Bin),41-42,cluster_0.40,CD19,0.8680843710899353
Glimmer (Bin),41-42,cluster_0.40,CD3E,0.7598058581352234
Glimmer (Bin),41-42,cluster_0.40,CD79A,0.7817065715789795
Glimmer (Bin),41-42,cluster_0.40,IL7R,0.8260125517845154
Glimmer (Bin),41-42,cluster_0.40,MS4A1,0.9151314496994019
Glimmer (Bin),41-42,cluster_0.40,TRAC,0.7034532427787781
Glimmer (Bin),41-42,cluster_0.45,CD19,0.8761544823646545
Glimmer (Bin),41-42,cluster_0.45,CD3E,0.4717155396938324
Glimmer (Bin),41-42,cluster_0.45,CD79A,0.7880879640579224
Glimmer (Bin),41-42,cluster_0.45,IL7R,0.8552047610282898
Glimmer (Bin),41-42,cluster_0.45,MS4A1,0.9070367217063904
Glimmer (Bin),41-42,cluster_0.45,TRAC,0.4530290961265564
Glimmer (Bin),41-42,cluster_0.50,CD19,0.8676602244377136
Glimmer (Bin),41-42,cluster_0.50,CD3E,0.821654736995697
Glimmer (Bin),41-42,cluster_0.50,CD79A,0.7945458889007568
Glimmer (Bin),41-42,cluster_0.50,IL7R,0.8189781904220581
Glimmer (Bin),41-42,cluster_0.50,MS4A1,0.91517573595047
Glimmer (Bin),41-42,cluster_0.50,TRAC,0.7760744690895081
Glimmer (Bin),41-42,cluster_0.55,CD19,0.8716269135475159
Glimmer (Bin),41-42,cluster_0.55,CD3E,0.8307416439056396
Glimmer (Bin),41-42,cluster_0.55,CD79A,0.7941442728042603
Glimmer (Bin),41-42,cluster_0.55,IL7R,0.8077744245529175
Glimmer (Bin),41-42,cluster_0.55,MS4A1,0.910714328289032
Glimmer (Bin),41-42,cluster_0.55,TRAC,0.7896264791488647
Glimmer (Bin),41-42,cluster_0.60,CD19,0.8707714676856995
Glimmer (Bin),41-42,cluster_0.60,CD3E,0.563368558883667
Glimmer (Bin),41-42,cluster_0.60,CD79A,0.7894912958145142
Glimmer (Bin),41-42,cluster_0.60,IL7R,0.574498176574707
Glimmer (Bin),41-42,cluster_0.60,MS4A1,0.9040992259979248
Glimmer (Bin),41-42,cluster_0.60,TRAC,0.53998202085495
Glimmer (Bin),43-44,cluster_0.45,CD19,0.8771364688873291
Glimmer (Bin),43-44,cluster_0.45,CD3E,0.7985290884971619
Glimmer (Bin),43-44,cluster_0.45,CD79A,0.7961528301239014
Glimmer (Bin),43-44,cluster_0.45,IL7R,0.8141412734985352
Glimmer (Bin),43-44,cluster_0.45,MS4A1,0.8716636300086975
Glimmer (Bin),43-44,cluster_0.45,TRAC,0.7380368709564209
Glimmer (Bin),43-44,cluster_0.50,CD19,0.8612722754478455
Glimmer (Bin),43-44,cluster_0.50,CD3E,0.7929863929748535
Glimmer (Bin),43-44,cluster_0.50,CD79A,0.7777590751647949
Glimmer (Bin),43-44,cluster_0.50,IL7R,0.808420717716217
Glimmer (Bin),43-44,cluster_0.50,MS4A1,0.8630991578102112
Glimmer (Bin),43-44,cluster_0.50,TRAC,0.7336972951889038
Glimmer (Bin),43-44,cluster_0.55,CD19,0.8626567721366882
Glimmer (Bin),43-44,cluster_0.55,CD3E,0.788326621055603
Glimmer (Bin),43-44,cluster_0.55,CD79A,0.7787481546401978
Glimmer (Bin),43-44,cluster_0.55,IL7R,0.8059257864952087
Glimmer (Bin),43-44,cluster_0.55,MS4A1,0.8544864058494568
Glimmer (Bin),43-44,cluster_0.55,TRAC,0.7310276031494141
Glimmer (Bin),43-44,cluster_0.60,CD19,0.8631111979484558
Glimmer (Bin),43-44,cluster_0.60,CD3E,0.7837700247764587
Glimmer (Bin),43-44,cluster_0.60,CD79A,0.780928909778595
Glimmer (Bin),43-44,cluster_0.60,IL7R,0.7975022196769714
Glimmer (Bin),43-44,cluster_0.60,MS4A1,0.8575171232223511
Glimmer (Bin),43-44,cluster_0.60,TRAC,0.7226611971855164
Glimmer (Bin),43-44,cluster_0.65,CD19,0.8036156296730042
Glimmer (Bin),43-44,cluster_0.65,CD3E,0.7758877277374268
Glimmer (Bin),43-44,cluster_0.65,CD79A,0.716498613357544
Glimmer (Bin),43-44,cluster_0.65,IL7R,0.7751384973526001
Glimmer (Bin),43-44,cluster_0.65,MS4A1,0.7900789976119995
Glimmer (Bin),43-44,cluster_0.65,TRAC,0.6947124004364014
Glimmer (Bin),7-8,cluster_0.30,CD19,0.8903340697288513
Glimmer (Bin),7-8,cluster_0.30,CD3E,0.7902721166610718
Glimmer (Bin),7-8,cluster_0.30,CD79A,0.796420693397522
Glimmer (Bin),7-8,cluster_0.30,IL7R,0.8165056109428406
Glimmer (Bin),7-8,cluster_0.30,MS4A1,0.8422647714614868
